ticket_id,customer_id,issue_type,resolution_time_minutes,csat_score
S6664006,C017863,Service Quality,153,2
S4254158,C007704,Service Quality,223,2
S3975053,C007233,Service Quality,190,3
S8074227,C006621,Service Quality,219,2
S6208798,C001108,Billing,182,2
S2539463,C017658,App Issue,60,2
S1562871,C004053,Billing,172,2
S8531017,C001295,Membership Cancellation,47,1
S4416253,C006193,Billing,113,5
S5752051,C007982,Billing,150,2
S2845319,C005133,App Issue,42,4
S5984965,C010078,Service Quality,173,5
S1587729,C013974,App Issue,78,4
S3775104,C015985,App Issue,190,4
S5544721,C004695,Billing,114,2
S2956560,C002679,Membership Cancellation,84,2
S5112094,C011724,App Issue,9,2
S8135351,C009644,Service Quality,87,4
S1394589,C005449,Service Quality,37,4
S9064141,C015800,Billing,139,3
S7715692,C013507,App Issue,220,2
S2631737,C015935,Membership Cancellation,238,5
S3934470,C013637,Service Quality,198,1
S4199821,C000275,App Issue,136,4
S6306161,C003606,Service Quality,133,5
S3692647,C013540,Membership Cancellation,55,1
S5710397,C018170,Billing,160,4
S5702369,C010507,App Issue,167,4
S7624988,C008233,Service Quality,86,5
S9395220,C000613,Service Quality,79,3
S8705789,C005401,Billing,147,1
S4518151,C007822,Membership Cancellation,47,3
S8607831,C002711,Membership Cancellation,81,5
S6627831,C016519,Membership Cancellation,209,3
S8489091,C009995,App Issue,69,1
S4331964,C018634,Service Quality,206,5
S4038097,C017526,Service Quality,232,1
S4638289,C016593,App Issue,120,5
S4993541,C007887,App Issue,93,3
S4835631,C001650,Service Quality,130,4
S5596529,C017483,App Issue,232,5
S2495060,C002302,Billing,58,3
S8229004,C006580,Service Quality,104,2
S6528142,C014341,App Issue,58,2
S1619076,C002566,Service Quality,209,2
S1006881,C007049,Membership Cancellation,178,1
S1929265,C007657,Membership Cancellation,90,5
S4525127,C008694,Service Quality,70,1
S4932130,C001195,Billing,157,1
S3991227,C011605,Service Quality,121,5
S6990206,C003670,Membership Cancellation,197,5
S1765421,C004415,Billing,15,2
S4656553,C009369,Membership Cancellation,80,3
S2241642,C011783,Service Quality,63,2
S9181616,C014124,Service Quality,203,2
S7861134,C008586,Billing,44,4
S8069902,C000235,App Issue,11,5
S5935503,C007364,Membership Cancellation,210,2
S5723215,C000800,App Issue,63,2
S5618435,C017553,App Issue,177,4
S9243394,C018065,App Issue,55,2
S7915763,C001661,App Issue,114,2
S2095990,C005062,App Issue,198,5
S2889025,C008777,Billing,212,4
S2092102,C019440,Membership Cancellation,166,5
S7610357,C010442,Service Quality,209,1
S3077797,C006981,App Issue,125,4
S2223682,C019852,Billing,143,5
S2286086,C001674,Billing,34,3
S6274403,C016624,Billing,78,1
S5580232,C002772,Membership Cancellation,193,1
S4226577,C006614,App Issue,69,5
S5150996,C013944,Membership Cancellation,136,3
S7092886,C012865,Billing,225,3
S5325455,C003550,Billing,155,3
S9737058,C003321,App Issue,193,1
S2282005,C001487,Billing,78,3
S7613708,C004375,Service Quality,170,4
S8758933,C014857,Service Quality,42,2
S1893403,C001200,Service Quality,15,4
S3563099,C016373,Membership Cancellation,149,3
S9995784,C001258,Service Quality,166,5
S1225769,C017456,Membership Cancellation,182,1
S5284774,C019720,Billing,54,1
S3797424,C017068,Membership Cancellation,115,4
S4679191,C009437,App Issue,212,2
S1084239,C007295,Membership Cancellation,45,5
S8096102,C016406,Billing,141,3
S2466058,C003144,Membership Cancellation,186,1
S7615381,C001850,Membership Cancellation,238,5
S3639890,C009946,Billing,119,3
S8840123,C005249,App Issue,106,4
S7823197,C009667,Service Quality,55,3
S9078976,C009511,Billing,104,2
S1390401,C009943,Service Quality,167,1
S1408861,C006530,Membership Cancellation,42,4
S1068296,C003874,Service Quality,110,3
S5933465,C000630,Service Quality,131,2
S1247534,C014500,Service Quality,125,3
S7347901,C001604,Billing,109,2
S1928432,C015495,App Issue,222,5
S5800408,C011174,Billing,10,2
S3340490,C001585,Service Quality,180,5
S9334689,C011534,Membership Cancellation,148,2
S8423573,C016987,Billing,239,1
S4495415,C018800,Billing,98,3
S6140228,C015797,Service Quality,121,3
S7353707,C007169,App Issue,213,4
S8929853,C004792,Service Quality,122,5
S9172570,C001789,App Issue,237,2
S7555822,C002164,Membership Cancellation,88,2
S3227390,C005926,Billing,12,2
S1606763,C005804,Service Quality,53,2
S7091465,C016160,Service Quality,189,3
S7478159,C007157,App Issue,159,3
S6680081,C012524,Billing,31,2
S3923442,C012465,Membership Cancellation,8,5
S9164957,C006242,Billing,238,4
S4203166,C019919,App Issue,136,1
S6118091,C017784,Billing,20,4
S3122230,C006681,Billing,119,3
S2773051,C010373,Service Quality,54,2
S5248990,C011539,Membership Cancellation,36,4
S1325319,C016573,Service Quality,124,2
S8630206,C014141,Membership Cancellation,138,1
S4030901,C013564,App Issue,17,4
S4141874,C018031,App Issue,177,2
S7886331,C003043,Billing,198,3
S2408592,C001469,Service Quality,85,5
S4735834,C018421,Billing,115,2
S5845523,C004677,App Issue,56,3
S8417667,C014135,App Issue,154,2
S7061105,C019548,App Issue,114,1
S9318518,C007031,Membership Cancellation,5,1
S9577392,C015881,Billing,140,1
S1145923,C016115,Service Quality,158,1
S5068490,C009548,App Issue,41,3
S8034034,C013932,Membership Cancellation,155,3
S6843267,C019643,App Issue,46,4
S3227649,C009969,Billing,202,5
S2729282,C010252,Service Quality,87,4
S9643119,C009549,App Issue,81,3
S4000962,C005677,App Issue,58,3
S8606799,C006527,Billing,202,2
S7375375,C016192,Membership Cancellation,117,4
S6038049,C005979,Service Quality,210,4
S5010279,C006415,Billing,104,1
S7350855,C010228,Membership Cancellation,117,2
S4500552,C018267,Billing,120,1
S1581954,C015813,Billing,119,3
S4347341,C005322,Membership Cancellation,94,5
S6272016,C019354,App Issue,47,2
S4676749,C016919,Billing,76,3
S1354992,C002556,Membership Cancellation,32,3
S1253209,C015764,Billing,101,2
S8569249,C002906,Billing,185,3
S8246861,C013226,Membership Cancellation,132,4
S1229540,C005414,App Issue,41,2
S2511004,C008945,Service Quality,118,2
S8932034,C013707,Billing,234,5
S2058341,C008448,App Issue,222,4
S9943680,C015265,Membership Cancellation,176,2
S7816303,C010205,Service Quality,12,3
S3719194,C011212,App Issue,237,3
S4011177,C008860,Billing,133,1
S8668627,C003096,Service Quality,90,5
S2943748,C001072,Billing,204,2
S6009793,C004021,Membership Cancellation,191,5
S9652002,C010793,Service Quality,117,4
S1397141,C002176,Membership Cancellation,181,4
S1670721,C018043,Billing,231,3
S4725709,C006284,Membership Cancellation,11,4
S3786254,C016260,Service Quality,94,2
S1990292,C016416,App Issue,99,1
S2131550,C000427,Billing,184,3
S9520227,C007534,App Issue,93,3
S7055867,C017293,Service Quality,229,2
S1841394,C001424,Service Quality,131,4
S5917690,C012328,Billing,211,4
S8088506,C004787,Membership Cancellation,33,1
S7870257,C014104,App Issue,93,5
S7761852,C004076,App Issue,64,4
S7828726,C014351,Service Quality,204,4
S5616015,C010000,Billing,123,5
S8137806,C006412,App Issue,71,3
S2572897,C007635,App Issue,154,2
S5312812,C008096,Membership Cancellation,219,2
S6084108,C018882,Service Quality,76,1
S2870193,C011436,Membership Cancellation,86,2
S9878846,C005185,App Issue,228,1
S5230844,C014052,Service Quality,158,5
S5679576,C008644,App Issue,135,2
S1654464,C013070,Membership Cancellation,51,3
S6366055,C003251,Service Quality,20,2
S8385862,C015997,Billing,12,3
S6564210,C010158,Billing,99,3
S7319649,C004271,Billing,205,2
S6324883,C004723,Membership Cancellation,54,3
S9611457,C004693,Service Quality,50,5
S7582164,C005891,Service Quality,106,3
S9830421,C014706,Membership Cancellation,113,1
S8924448,C016255,App Issue,207,4
S6695014,C009242,App Issue,137,5
S5617390,C012294,Membership Cancellation,226,2
S1469719,C012138,Billing,13,5
S8452346,C006106,App Issue,112,4
S2364234,C017880,Billing,135,2
S9676871,C016034,Membership Cancellation,71,3
S5538451,C001815,Membership Cancellation,157,5
S5804255,C014209,Membership Cancellation,161,4
S7525358,C015060,Billing,143,5
S7231218,C012375,App Issue,44,2
S7054755,C005134,App Issue,32,2
S2151610,C007228,Service Quality,104,2
S6073083,C016864,App Issue,40,5
S4141923,C012765,Billing,23,5
S9938227,C012251,Service Quality,47,4
S4596436,C003520,Service Quality,18,3
S9825611,C000964,Billing,31,3
S9644863,C002644,App Issue,195,2
S4197909,C010701,Service Quality,207,3
S7304457,C019989,App Issue,240,3
S1337638,C000941,Billing,93,4
S1955076,C006706,Service Quality,134,1
S2421312,C010033,Membership Cancellation,56,4
S8439080,C011838,Membership Cancellation,101,4
S4177355,C005824,Service Quality,32,4
S7957900,C009162,Membership Cancellation,194,4
S9025385,C009134,Service Quality,202,4
S5609226,C019052,App Issue,106,3
S1565363,C009006,App Issue,95,1
S3515034,C019252,Billing,61,2
S5413478,C018794,App Issue,118,5
S5337107,C004785,App Issue,33,5
S3726537,C008010,App Issue,149,1
S1269414,C017097,Membership Cancellation,116,1
S3496090,C005694,Billing,76,2
S6450371,C015575,Service Quality,154,1
S2159727,C000965,App Issue,226,1
S6701351,C018952,Billing,208,1
S5674501,C015862,Billing,76,1
S5055905,C004676,Membership Cancellation,118,5
S5595081,C015707,Service Quality,131,4
S1886600,C014178,App Issue,30,3
S6133305,C006598,Service Quality,62,2
S9096700,C015648,App Issue,35,1
S4793540,C009180,Billing,215,1
S1051124,C011527,Membership Cancellation,63,2
S9471015,C002214,Billing,29,2
S2252241,C001009,App Issue,64,5
S1481280,C018253,App Issue,101,4
S4520247,C018980,App Issue,223,1
S9066652,C009663,App Issue,207,2
S3084763,C009497,Billing,174,3
S7312563,C015200,Membership Cancellation,44,2
S3472299,C016648,App Issue,78,4
S4464042,C017997,Membership Cancellation,122,2
S8680514,C015351,Service Quality,158,3
S3652043,C003716,App Issue,129,3
S3032545,C002177,Membership Cancellation,190,4
S9623506,C010950,Billing,219,1
S1379053,C017014,App Issue,237,2
S1618739,C014489,Membership Cancellation,30,1
S2202962,C017076,Billing,182,4
S8750991,C007028,Service Quality,160,4
S5869892,C010862,Service Quality,172,3
S3913343,C012916,Membership Cancellation,168,1
S8192105,C006365,Service Quality,141,3
S8525819,C014308,Service Quality,100,5
S9056110,C012844,App Issue,70,5
S2679366,C006129,App Issue,238,5
S9085416,C017109,Service Quality,147,1
S5793237,C013439,Membership Cancellation,15,4
S5006153,C016151,Membership Cancellation,33,4
S5919093,C005555,Billing,98,4
S1821985,C012477,Membership Cancellation,216,1
S1331483,C007383,App Issue,236,2
S1406722,C017615,Service Quality,190,5
S1907668,C015066,Membership Cancellation,24,1
S2444683,C013853,Service Quality,146,1
S7782874,C012643,Membership Cancellation,69,1
S6804759,C002680,Membership Cancellation,101,3
S3971139,C000657,App Issue,111,4
S2755313,C010434,App Issue,60,1
S6418914,C003188,Billing,12,1
S5162272,C007543,Membership Cancellation,105,3
S8967598,C013582,Service Quality,35,5
S1712491,C003159,Billing,210,4
S6859830,C013513,Service Quality,188,2
S2399230,C005781,Service Quality,47,4
S3893343,C000957,Membership Cancellation,129,1
S8080137,C016785,Service Quality,38,2
S7732343,C005610,Membership Cancellation,193,3
S5961363,C003748,Billing,177,5
S3607956,C012540,Billing,51,5
S3644574,C003004,App Issue,177,5
S1362194,C011071,Service Quality,197,1
S8894692,C013359,Membership Cancellation,60,2
S6898917,C004622,Service Quality,176,5
S4557671,C017145,Billing,41,2
S9118680,C006314,Service Quality,204,2
S9448548,C015216,App Issue,168,4
S6489477,C006670,App Issue,84,1
S1585352,C012630,Billing,147,5
S9079317,C017408,App Issue,44,4
S9173173,C000773,Billing,209,1
S4449032,C005478,App Issue,23,5
S6168461,C018865,Billing,98,2
S1264920,C012117,Service Quality,53,4
S9508574,C002645,App Issue,224,1
S1322380,C001602,App Issue,61,2
S9954548,C012749,Billing,9,5
S5318292,C013917,App Issue,207,2
S3566784,C004521,App Issue,36,2
S4778085,C008699,Service Quality,23,3
S6367580,C012948,App Issue,233,4
S2176383,C009276,Billing,221,1
S8723335,C019845,App Issue,164,1
S5271797,C017984,Membership Cancellation,27,3
S7955386,C003923,Billing,121,3
S4007469,C005584,Billing,219,4
S8535488,C003783,App Issue,185,5
S4097593,C003778,Billing,190,3
S4406750,C018019,Membership Cancellation,162,3
S3278094,C002209,Billing,89,2
S2785052,C016841,Membership Cancellation,163,2
S1884019,C016518,Service Quality,158,2
S2989429,C011495,Membership Cancellation,214,5
S4792584,C019913,Billing,91,1
S3712236,C014999,Membership Cancellation,233,2
S9400360,C015355,App Issue,21,1
S3355954,C018227,App Issue,225,2
S3356610,C018925,Billing,152,2
S3104581,C006802,Membership Cancellation,113,4
S4955605,C011057,App Issue,83,3
S9488957,C002026,Billing,224,3
S9236719,C018557,Membership Cancellation,231,5
S8823163,C007119,Billing,179,1
S6094888,C012618,Billing,219,3
S8879230,C014081,Membership Cancellation,234,3
S1741681,C018772,Membership Cancellation,174,2
S1890965,C002497,Membership Cancellation,231,3
S1804042,C016378,App Issue,53,3
S4275500,C017236,App Issue,173,3
S5911192,C003280,Service Quality,185,3
S7789637,C014250,Service Quality,199,5
S7128494,C012852,Billing,236,3
S1553397,C010068,Billing,58,3
S2704717,C005841,Membership Cancellation,209,1
S9763649,C018570,Service Quality,33,5
S5831915,C009255,Membership Cancellation,76,3
S8033490,C015946,Membership Cancellation,224,3
S8411408,C005205,Billing,139,4
S5145686,C007596,Service Quality,19,5
S3856890,C016425,Service Quality,154,1
S1223694,C007488,Membership Cancellation,212,5
S3715924,C016937,Billing,230,5
S4633731,C007954,Service Quality,45,3
S1182019,C005992,Service Quality,14,2
S9002557,C001437,Service Quality,22,2
S5568923,C006300,Membership Cancellation,90,3
S7498953,C017515,Membership Cancellation,229,4
S5370041,C007247,Membership Cancellation,71,4
S4534823,C016114,App Issue,227,2
S7017507,C005562,Membership Cancellation,47,3
S8140381,C017187,Membership Cancellation,56,3
S1452590,C019029,Service Quality,169,3
S3423573,C014011,Service Quality,139,4
S8260350,C003534,Membership Cancellation,208,2
S7717456,C002454,App Issue,52,5
S6880225,C006429,Billing,188,4
S1501440,C006319,Service Quality,93,2
S4752019,C019706,Billing,42,1
S4067418,C016043,Billing,181,5
S2949269,C016502,Billing,139,3
S9361160,C008336,App Issue,104,1
S6465729,C005237,Billing,160,3
S4973057,C003779,Membership Cancellation,17,1
S6827720,C004566,Billing,235,2
S7457732,C015690,Billing,200,3
S5347106,C000714,Billing,72,5
S9229704,C008610,Membership Cancellation,101,3
S6323650,C012985,Service Quality,164,4
S8859817,C003948,Billing,225,5
S8262775,C014268,Service Quality,197,5
S1188237,C013992,Billing,40,1
S7519708,C019358,App Issue,68,3
S1436425,C007096,Service Quality,152,1
S3864024,C004989,App Issue,135,1
S1018836,C016403,Billing,57,3
S5383576,C019946,Membership Cancellation,189,5
S2703463,C000332,Membership Cancellation,88,5
S1814151,C009712,App Issue,49,1
S5184527,C007768,Service Quality,185,4
S1953602,C004193,Billing,168,1
S1491228,C011456,App Issue,34,4
S5493294,C000443,Service Quality,11,2
S9750050,C009698,Membership Cancellation,138,5
S5737741,C016301,App Issue,239,3
S5058386,C006782,Service Quality,90,2
S5235484,C019049,Membership Cancellation,94,5
S6070272,C003272,Membership Cancellation,110,5
S8761890,C011803,App Issue,97,4
S4206643,C017992,Billing,206,2
S7797082,C014007,Service Quality,230,1
S7766379,C003679,Billing,234,3
S2519093,C009320,Billing,105,5
S7070662,C010323,App Issue,223,2
S7819321,C017910,App Issue,128,1
S8054687,C007761,Membership Cancellation,99,1
S3346687,C002586,App Issue,26,1
S9339312,C007221,Billing,46,3
S2687879,C007584,Membership Cancellation,162,3
S9000452,C009611,App Issue,207,1
S7851520,C018708,Service Quality,86,5
S2213048,C017770,Membership Cancellation,213,5
S6261997,C016798,Service Quality,178,1
S6559237,C004227,Membership Cancellation,174,2
S2640471,C010481,Service Quality,147,3
S8436727,C006165,Membership Cancellation,212,5
S8864884,C019294,Service Quality,143,4
S3107038,C006449,Membership Cancellation,154,4
S8085685,C019931,App Issue,11,3
S1860488,C014702,Membership Cancellation,195,5
S1544682,C005035,Membership Cancellation,138,1
S1793376,C014407,Membership Cancellation,106,3
S4588105,C011322,Membership Cancellation,213,4
S2257246,C001388,Service Quality,129,2
S5063424,C014619,Service Quality,25,2
S8799555,C011713,App Issue,164,4
S4047302,C006813,App Issue,112,5
S6463805,C003448,Service Quality,59,5
S9540342,C010259,Membership Cancellation,136,3
S2331586,C019041,Billing,74,3
S9782784,C011291,Service Quality,204,5
S8717828,C001685,Service Quality,172,4
S5341681,C015735,Membership Cancellation,179,2
S3953294,C012740,Service Quality,80,5
S8811051,C018268,Service Quality,167,2
S8611788,C001311,App Issue,46,3
S3467672,C010551,Service Quality,227,4
S1465810,C003201,App Issue,111,2
S1604752,C001168,Membership Cancellation,13,2
S4250485,C013960,Membership Cancellation,106,3
S5122315,C000711,Service Quality,70,5
S5637650,C002659,App Issue,24,5
S8305004,C016117,Membership Cancellation,103,1
S6339930,C009846,Membership Cancellation,105,2
S1636993,C019397,App Issue,117,2
S2023405,C018509,Membership Cancellation,11,1
S6539871,C019167,App Issue,138,2
S9133853,C017912,App Issue,163,5
S7126088,C007432,App Issue,34,2
S2102085,C014110,App Issue,70,5
S1569549,C014264,Billing,11,5
S4256701,C014793,App Issue,131,2
S3866976,C009292,Billing,34,2
S4153197,C008112,Service Quality,234,2
S2404144,C001578,Membership Cancellation,136,1
S4249447,C015665,Billing,156,4
S7317913,C007346,Membership Cancellation,225,3
S8089040,C007218,Service Quality,218,1
S1830808,C007509,App Issue,157,5
S8838207,C002283,Service Quality,236,4
S1681291,C005164,Billing,88,1
S3519924,C003908,Service Quality,217,3
S4307603,C011976,App Issue,74,5
S3935615,C007259,App Issue,138,5
S3773528,C016587,App Issue,11,3
S4975013,C000662,Membership Cancellation,53,3
S5037807,C019234,Membership Cancellation,50,2
S4871073,C004259,Billing,39,1
S5563010,C007929,Billing,136,3
S3079049,C002585,App Issue,106,2
S1102031,C010605,Membership Cancellation,7,5
S8187429,C015057,App Issue,215,3
S4403350,C013127,Billing,68,2
S3452303,C000122,Billing,128,5
S4348439,C014839,Service Quality,79,4
S2581313,C008534,App Issue,124,2
S6645184,C006261,Billing,143,1
S4480863,C016429,Billing,74,4
S6705307,C006188,Membership Cancellation,120,4
S9936361,C014808,Billing,86,2
S3168041,C006085,Membership Cancellation,112,2
S1709354,C018583,Membership Cancellation,34,1
S1654688,C019492,Billing,189,1
S9991259,C018087,Service Quality,123,4
S3368805,C006245,Billing,240,5
S6363016,C000974,App Issue,65,2
S3173240,C018108,Billing,45,1
S8296015,C019040,Membership Cancellation,137,3
S1561094,C015661,Billing,237,4
S6378825,C008531,Membership Cancellation,200,3
S1001702,C003172,App Issue,105,3
S9123525,C015941,Billing,134,5
S5090153,C009717,App Issue,46,1
S9894150,C014431,Membership Cancellation,209,3
S9362432,C002109,Membership Cancellation,189,1
S4785900,C002276,Service Quality,117,2
S1574969,C008165,Service Quality,58,2
S6450052,C002067,App Issue,215,5
S2298949,C002199,App Issue,209,3
S9043005,C012628,Membership Cancellation,68,3
S2289189,C002979,Membership Cancellation,142,1
S5608539,C013668,Billing,98,1
S4401206,C009830,App Issue,94,5
S4024192,C012456,Membership Cancellation,8,3
S2889412,C007927,Service Quality,109,1
S8833104,C014668,Billing,207,2
S2743634,C000272,App Issue,169,3
S9404845,C007287,Membership Cancellation,218,1
S2842301,C001520,Service Quality,205,4
S6566014,C019077,Billing,63,1
S1501782,C017877,App Issue,62,5
S1925272,C012641,App Issue,213,3
S3898720,C005008,Billing,216,2
S5391142,C019832,Membership Cancellation,79,4
S6525055,C009462,Service Quality,215,3
S7273498,C003441,Membership Cancellation,19,4
S8091314,C018088,App Issue,111,1
S6334983,C009753,App Issue,55,2
S5821041,C006774,App Issue,150,4
S1666157,C016789,App Issue,193,1
S4496748,C009725,App Issue,177,2
S4911924,C002094,Membership Cancellation,167,2
S8865362,C000832,Service Quality,135,2
S5032487,C000840,App Issue,201,3
S5895470,C003065,Billing,221,2
S5953993,C003528,App Issue,239,2
S2142776,C003190,Service Quality,162,4
S2830301,C017986,App Issue,118,5
S3457345,C004128,Billing,28,3
S2250324,C000858,Service Quality,226,4
S4282919,C017443,Membership Cancellation,171,3
S9813456,C018683,Membership Cancellation,194,3
S1706172,C007589,Membership Cancellation,41,4
S6516056,C009884,Membership Cancellation,150,2
S9464947,C019501,Service Quality,135,5
S1405540,C005138,Service Quality,43,4
S5923372,C008476,App Issue,18,2
S6848657,C018701,Membership Cancellation,74,4
S8842789,C004391,Service Quality,216,5
S7203153,C013577,Billing,26,2
S6094761,C003634,Billing,169,3
S1621694,C009623,Service Quality,109,1
S5316358,C001480,Membership Cancellation,51,1
S8918524,C009882,App Issue,227,4
S4589337,C008382,Billing,180,5
S6204809,C018776,Service Quality,48,1
S7939462,C014380,App Issue,167,4
S9654599,C012021,Billing,72,3
S2654519,C009439,Membership Cancellation,78,1
S2491085,C005544,App Issue,175,4
S9781849,C003498,Service Quality,166,3
S3794541,C017699,Billing,137,5
S2801168,C005485,App Issue,158,3
S5248719,C006420,Membership Cancellation,5,3
S2764699,C018211,Service Quality,240,4
S8774266,C016335,Service Quality,191,2
S7772483,C004503,Billing,146,3
S9202533,C011018,Service Quality,20,3
S3004038,C006256,Billing,187,5
S8152349,C007906,Membership Cancellation,23,3
S8309856,C009268,Billing,212,2
S5502595,C019901,Billing,74,4
S5956410,C007539,Service Quality,48,2
S8133950,C017552,Billing,196,1
S2204135,C013532,Membership Cancellation,33,5
S5001965,C011796,Service Quality,5,2
S4490056,C017558,App Issue,165,2
S9718700,C017921,App Issue,61,3
S7202897,C004573,Billing,152,4
S9241608,C016764,App Issue,19,1
S3598304,C007697,Billing,44,5
S7236447,C008122,Service Quality,234,4
S3435992,C009839,Membership Cancellation,68,2
S1873885,C002389,Billing,77,3
S2579953,C001745,Membership Cancellation,147,5
S6366004,C009347,Membership Cancellation,215,3
S4642968,C019571,Service Quality,134,3
S9656900,C004716,Billing,170,5
S1526958,C007736,Billing,196,2
S4516135,C003844,Membership Cancellation,123,5
S2471150,C018090,Service Quality,57,4
S8123991,C011244,Service Quality,25,2
S6571237,C019715,App Issue,124,2
S7505080,C010002,Billing,134,3
S9732927,C015975,Membership Cancellation,139,1
S7817063,C012867,Service Quality,55,2
S7702591,C012425,Membership Cancellation,163,2
S2993948,C008093,Service Quality,106,5
S1209523,C018779,Billing,15,5
S3729679,C017421,Billing,32,4
S9308082,C009586,Billing,136,5
S9830108,C002098,Service Quality,193,4
S6625401,C005490,Service Quality,225,1
S4657648,C010752,Billing,39,4
S6169596,C000140,Billing,43,3
S5216219,C012811,Membership Cancellation,140,3
S5323035,C002353,Membership Cancellation,85,2
S4458025,C000589,Service Quality,224,2
S1734082,C014766,App Issue,31,1
S4098369,C001934,Service Quality,198,5
S3896050,C013923,Billing,62,2
S3226830,C001343,Billing,227,2
S3165811,C017621,Billing,166,3
S9407389,C008435,Membership Cancellation,106,2
S8045377,C007644,Membership Cancellation,205,4
S9072634,C008998,Service Quality,74,3
S8921446,C008269,Billing,105,1
S3251813,C010025,Membership Cancellation,191,3
S2259053,C000170,Service Quality,93,4
S1875620,C019321,Membership Cancellation,105,2
S4653808,C010932,App Issue,63,2
S7688751,C000642,Billing,99,2
S8193402,C003383,Membership Cancellation,133,1
S3299880,C019073,App Issue,175,3
S4374786,C013502,Service Quality,224,5
S2851847,C007002,Service Quality,40,1
S7722385,C003464,Billing,127,4
S7560881,C017703,App Issue,166,3
S2021396,C000670,Service Quality,36,2
S8105240,C015325,App Issue,13,3
S8965535,C003200,Membership Cancellation,115,1
S9512506,C001016,Membership Cancellation,206,4
S8030024,C008911,Service Quality,180,2
S1349254,C008324,Membership Cancellation,224,2
S3646194,C017727,App Issue,220,3
S2093613,C000611,Billing,138,2
S3261033,C010960,App Issue,118,3
S2289500,C012145,Service Quality,48,3
S1451053,C015272,Billing,79,3
S5710320,C008738,Membership Cancellation,213,1
S8256124,C017510,App Issue,183,2
S7047158,C000999,Membership Cancellation,116,3
S1955510,C019005,Billing,215,5
S8007520,C004907,Membership Cancellation,153,4
S4235980,C003651,App Issue,44,3
S6124488,C008629,Billing,105,3
S8947684,C017122,Billing,233,2
S2349533,C015220,Membership Cancellation,65,5
S8562634,C015122,Membership Cancellation,27,2
S6790338,C006700,Membership Cancellation,127,4
S2394504,C004770,Service Quality,117,4
S4317788,C011710,Service Quality,168,2
S2088460,C007301,Membership Cancellation,155,3
S9119036,C016885,Membership Cancellation,149,1
S4588050,C010477,Billing,76,3
S3423640,C004230,Billing,14,1
S7011136,C004258,App Issue,17,5
S4923344,C012821,App Issue,113,5
S3119056,C019351,Billing,216,1
S5935887,C004275,App Issue,193,1
S9057020,C012136,App Issue,45,5
S2152589,C009394,Service Quality,56,2
S4888751,C006237,App Issue,155,3
S6392547,C007527,Billing,136,5
S4776812,C012879,Service Quality,174,2
S4433541,C014884,App Issue,89,1
S4835210,C011541,Service Quality,18,5
S2887940,C006061,Membership Cancellation,40,4
S1554311,C015982,Service Quality,165,2
S7185362,C001380,Billing,140,5
S4926195,C014343,Service Quality,206,4
S1756836,C008120,Membership Cancellation,237,5
S2523228,C015261,Billing,27,2
S8012763,C013361,Membership Cancellation,155,3
S1544959,C019182,App Issue,157,3
S4095526,C014312,Membership Cancellation,238,5
S8840447,C014796,Service Quality,15,5
S9569011,C011966,Membership Cancellation,38,1
S9662440,C007900,Service Quality,27,3
S3974633,C006861,Membership Cancellation,112,3
S2707481,C015078,App Issue,210,5
S3494940,C008946,Billing,238,3
S7200364,C011643,Service Quality,70,1
S7261468,C003416,Billing,136,3
S2019092,C004546,Membership Cancellation,82,2
S6811640,C006282,Billing,103,3
S3649975,C018984,Billing,151,4
S2177058,C019476,Billing,76,3
S2693849,C000757,Service Quality,158,1
S7468551,C016544,App Issue,61,4
S2451812,C008527,Billing,218,5
S6528739,C018111,App Issue,159,3
S6360607,C004079,Membership Cancellation,143,5
S8191263,C017070,Service Quality,66,5
S5317788,C017832,App Issue,127,1
S9227124,C019597,Membership Cancellation,174,2
S1757273,C001473,App Issue,154,4
S4968071,C006200,Billing,206,4
S8152037,C013737,Billing,165,3
S6642437,C018983,App Issue,31,5
S6454332,C005644,Membership Cancellation,21,2
S4511866,C009072,Billing,135,5
S8692476,C012705,App Issue,210,3
S5827956,C013721,App Issue,42,2
S2020195,C009379,Membership Cancellation,113,2
S1182141,C019164,Billing,19,1
S4393975,C002634,Membership Cancellation,153,3
S8312021,C005546,Service Quality,230,3
S8491324,C003012,Service Quality,178,2
S7352742,C000141,Membership Cancellation,223,1
S7719682,C019816,App Issue,138,5
S9068291,C013175,Billing,240,3
S2189305,C012050,Billing,209,3
S3037660,C012626,App Issue,191,1
S1751638,C012265,App Issue,180,3
S1594162,C003254,Billing,69,5
S9172293,C006525,Membership Cancellation,51,3
S3570437,C008204,Membership Cancellation,48,1
S4871183,C018565,Service Quality,40,3
S5082071,C016602,Billing,63,2
S3700825,C009605,Service Quality,210,3
S6915334,C006965,Membership Cancellation,151,4
S4691055,C005329,Billing,179,4
S9836680,C006940,App Issue,31,1
S3096859,C016086,App Issue,21,4
S2985388,C011230,App Issue,226,1
S8894439,C016231,Billing,194,4
S2408245,C018662,Service Quality,134,5
S3707259,C017503,Service Quality,6,2
S6897615,C000620,Membership Cancellation,189,3
S7060291,C001728,App Issue,210,1
S4405057,C004135,Membership Cancellation,131,2
S3007244,C018545,App Issue,63,4
S9478349,C019945,App Issue,76,1
S6742968,C006619,Membership Cancellation,130,4
S2633051,C013351,Billing,151,4
S3579041,C012363,App Issue,236,4
S7858281,C001394,App Issue,92,5
S1719105,C019791,App Issue,46,3
S7563709,C004832,Membership Cancellation,181,1
S5529649,C006073,Membership Cancellation,153,5
