customer_id,signup_date,signup_channel,campaign,location_id,city,state,membership_type,age,income_band,vehicle_type
C008513,2022-03-10,Fleet,Campaign_5,L029,Nashville,TN,Premium,34,100k+,Van
C008514,2024-01-04,Referral,Campaign_12,L023,Orlando,FL,None,30,<40k,Sedan
C008515,2025-02-25,Organic,Campaign_11,L015,Charlotte,NC,Basic,42,40-75k,Van
C008516,2022-05-08,Meta Ads,Campaign_4,L017,Nashville,TN,Premium,52,75-100k,SUV
C008517,2024-11-29,Organic,Campaign_2,L028,Dallas,TX,Premium,40,40-75k,Truck
C008518,2025-08-27,Google Ads,Campaign_5,L008,Charlotte,NC,None,19,40-75k,Van
C008519,2023-05-07,Fundraising,Campaign_6,L010,Orlando,FL,Basic,35,40-75k,Truck
C008520,2022-05-05,Organic,Campaign_10,L029,Atlanta,GA,Basic,67,75-100k,Sedan
C008521,2023-09-10,Google Ads,Campaign_7,L017,Charlotte,NC,Premium,51,100k+,Sedan
C008522,2025-01-09,Google Ads,Campaign_8,L013,Charlotte,NC,Basic,30,75-100k,SUV
C008523,2024-09-25,Organic,Campaign_5,L015,Atlanta,GA,Unlimited,69,100k+,Sedan
C008524,2022-08-17,Organic,Campaign_8,L018,Nashville,TN,None,47,40-75k,Van
C008525,2025-01-04,Organic,Campaign_6,L029,Birmingham,AL,None,44,<40k,Van
C008526,2022-11-18,Google Ads,Campaign_12,L016,Birmingham,AL,None,31,100k+,Van
C008527,2022-06-25,Organic,Campaign_12,L017,Atlanta,GA,None,64,100k+,SUV
C008528,2022-05-10,Organic,Campaign_1,L023,Nashville,TN,Unlimited,58,40-75k,Sedan
C008529,2025-03-11,Referral,Campaign_2,L013,Charlotte,NC,None,45,100k+,Sedan
C008530,2024-05-18,Google Ads,Campaign_5,L024,Atlanta,GA,Premium,61,100k+,Van
C008531,2024-09-09,Fleet,Campaign_3,L030,Dallas,TX,None,65,<40k,SUV
C008532,2023-01-04,Local Promo,Campaign_8,L019,Nashville,TN,Basic,58,40-75k,SUV
C008533,2023-06-12,Organic,Campaign_7,L021,Dallas,TX,Unlimited,53,100k+,Van
C008534,2022-03-28,Referral,Campaign_8,L004,Charlotte,NC,Unlimited,43,100k+,Sedan
C008535,2025-07-30,Meta Ads,Campaign_9,L022,Nashville,TN,Basic,54,75-100k,Van
C008536,2025-06-02,Organic,Campaign_6,L015,Atlanta,GA,None,52,75-100k,SUV
C008537,2023-01-29,Organic,Campaign_3,L020,Nashville,TN,None,50,<40k,Sedan
C008538,2025-06-24,Google Ads,Campaign_5,L025,Atlanta,GA,None,22,40-75k,Van
C008539,2023-05-05,Referral,Campaign_6,L009,Nashville,TN,Unlimited,26,75-100k,Van
C008540,2022-07-16,Organic,Campaign_6,L029,Birmingham,AL,Basic,38,40-75k,SUV
C008541,2022-05-16,Google Ads,Campaign_2,L027,Orlando,FL,Unlimited,54,75-100k,Sedan
C008542,2024-06-29,Organic,Campaign_10,L001,Birmingham,AL,Premium,46,<40k,Van
C008543,2024-07-23,Local Promo,Campaign_11,L014,Dallas,TX,None,60,40-75k,Sedan
C008544,2023-03-06,Organic,Campaign_7,L029,Birmingham,AL,Unlimited,37,75-100k,SUV
C008545,2025-02-07,Google Ads,Campaign_4,L013,Atlanta,GA,Premium,36,40-75k,Truck
C008546,2023-10-23,Fundraising,Campaign_4,L012,Birmingham,AL,None,33,40-75k,SUV
C008547,2022-07-01,Fleet,Campaign_2,L006,Birmingham,AL,Unlimited,39,75-100k,Van
C008548,2024-07-12,Referral,Campaign_10,L003,Nashville,TN,None,36,75-100k,Van
C008549,2024-08-23,Meta Ads,Campaign_4,L004,Birmingham,AL,None,62,100k+,Sedan
C008550,2024-01-09,Local Promo,Campaign_9,L022,Dallas,TX,Premium,64,40-75k,Truck
C008551,2025-02-04,Referral,Campaign_3,L002,Atlanta,GA,None,22,75-100k,SUV
C008552,2023-11-07,Google Ads,Campaign_6,L013,Nashville,TN,Premium,69,40-75k,Van
C008553,2024-08-22,Referral,Campaign_9,L017,Orlando,FL,Unlimited,61,40-75k,Van
C008554,2024-10-22,Referral,Campaign_4,L014,Dallas,TX,Premium,58,75-100k,Truck
C008555,2023-09-26,Referral,Campaign_9,L029,Orlando,FL,Basic,25,<40k,Van
C008556,2023-02-02,Meta Ads,Campaign_7,L028,Atlanta,GA,Unlimited,46,40-75k,SUV
C008557,2025-07-21,Referral,Campaign_7,L027,Birmingham,AL,None,63,<40k,Truck
C008558,2022-10-15,Google Ads,Campaign_5,L005,Orlando,FL,None,57,40-75k,Sedan
C008559,2022-07-03,Organic,Campaign_3,L009,Orlando,FL,None,46,75-100k,SUV
C008560,2025-08-08,Google Ads,Campaign_6,L002,Charlotte,NC,Basic,45,100k+,SUV
C008561,2022-05-03,Google Ads,Campaign_10,L024,Orlando,FL,Premium,31,100k+,SUV
C008562,2022-09-01,Organic,Campaign_3,L030,Birmingham,AL,Basic,19,40-75k,SUV
C008563,2025-04-27,Google Ads,Campaign_9,L007,Orlando,FL,None,55,<40k,Sedan
C008564,2024-01-26,Meta Ads,Campaign_11,L025,Birmingham,AL,Premium,61,75-100k,Truck
C008565,2023-09-03,Local Promo,Campaign_7,L003,Dallas,TX,None,45,<40k,Van
C008566,2024-11-16,Organic,Campaign_4,L002,Birmingham,AL,None,37,<40k,Sedan
C008567,2023-11-01,Fundraising,Campaign_12,L009,Charlotte,NC,Unlimited,44,<40k,Sedan
C008568,2025-12-06,Organic,Campaign_2,L027,Atlanta,GA,Premium,35,40-75k,SUV
C008569,2024-05-02,Local Promo,Campaign_6,L016,Birmingham,AL,Premium,34,40-75k,SUV
C008570,2022-07-29,Referral,Campaign_2,L004,Charlotte,NC,Unlimited,40,75-100k,Truck
C008571,2025-06-22,Organic,Campaign_12,L021,Charlotte,NC,Basic,59,40-75k,Sedan
C008572,2025-10-31,Local Promo,Campaign_10,L024,Dallas,TX,Premium,24,100k+,Sedan
C008573,2025-05-18,Referral,Campaign_4,L013,Birmingham,AL,None,36,<40k,Van
C008574,2025-08-10,Meta Ads,Campaign_6,L023,Dallas,TX,None,54,40-75k,Sedan
C008575,2024-01-25,Organic,Campaign_5,L018,Orlando,FL,Basic,58,40-75k,Van
C008576,2022-02-21,Fundraising,Campaign_1,L029,Orlando,FL,Basic,22,100k+,Sedan
C008577,2022-08-08,Local Promo,Campaign_6,L029,Birmingham,AL,None,70,40-75k,Van
C008578,2022-02-06,Local Promo,Campaign_7,L010,Orlando,FL,Basic,31,75-100k,Truck
C008579,2025-07-17,Referral,Campaign_11,L009,Atlanta,GA,None,56,100k+,SUV
C008580,2022-09-16,Organic,Campaign_1,L028,Birmingham,AL,Basic,55,100k+,Sedan
C008581,2022-08-27,Organic,Campaign_4,L011,Nashville,TN,Unlimited,30,<40k,Truck
C008582,2023-03-28,Fleet,Campaign_6,L014,Atlanta,GA,Unlimited,65,40-75k,Truck
C008583,2025-10-18,Referral,Campaign_9,L024,Orlando,FL,Unlimited,53,<40k,Truck
C008584,2025-05-05,Local Promo,Campaign_1,L009,Dallas,TX,None,44,75-100k,Truck
C008585,2023-10-23,Meta Ads,Campaign_2,L022,Nashville,TN,None,43,40-75k,SUV
C008586,2023-08-03,Google Ads,Campaign_6,L029,Birmingham,AL,None,66,100k+,Truck
C008587,2022-07-24,Google Ads,Campaign_11,L019,Birmingham,AL,Premium,31,75-100k,SUV
C008588,2025-03-06,Meta Ads,Campaign_11,L001,Birmingham,AL,None,33,<40k,Van
C008589,2024-03-30,Local Promo,Campaign_8,L022,Dallas,TX,Premium,19,75-100k,SUV
C008590,2022-05-29,Fundraising,Campaign_6,L022,Orlando,FL,Basic,50,100k+,Sedan
C008591,2023-06-19,Organic,Campaign_4,L020,Charlotte,NC,None,34,40-75k,Sedan
C008592,2022-03-08,Google Ads,Campaign_11,L022,Orlando,FL,None,51,40-75k,Truck
C008593,2025-01-10,Meta Ads,Campaign_6,L016,Charlotte,NC,Unlimited,50,40-75k,Sedan
C008594,2023-01-28,Google Ads,Campaign_1,L007,Dallas,TX,None,46,100k+,SUV
C008595,2022-06-19,Google Ads,Campaign_1,L012,Atlanta,GA,Premium,53,100k+,Truck
C008596,2024-11-29,Meta Ads,Campaign_4,L023,Nashville,TN,Basic,21,100k+,Truck
C008597,2024-12-01,Google Ads,Campaign_9,L003,Dallas,TX,Basic,69,40-75k,Truck
C008598,2022-02-15,Google Ads,Campaign_10,L012,Charlotte,NC,Basic,62,<40k,Truck
C008599,2022-01-30,Google Ads,Campaign_1,L024,Nashville,TN,Premium,22,<40k,SUV
C008600,2025-12-25,Organic,Campaign_7,L003,Charlotte,NC,Premium,49,<40k,Sedan
C008601,2022-03-18,Meta Ads,Campaign_9,L027,Nashville,TN,None,40,75-100k,Sedan
C008602,2022-10-04,Google Ads,Campaign_4,L022,Charlotte,NC,Basic,34,<40k,Sedan
C008603,2025-04-08,Organic,Campaign_11,L011,Nashville,TN,Basic,28,75-100k,Truck
C008604,2023-05-25,Referral,Campaign_10,L013,Charlotte,NC,Premium,27,75-100k,Truck
C008605,2024-06-02,Local Promo,Campaign_5,L009,Birmingham,AL,None,24,40-75k,Van
C008606,2022-05-06,Organic,Campaign_1,L020,Birmingham,AL,None,30,40-75k,Sedan
C008607,2023-11-14,Referral,Campaign_10,L009,Atlanta,GA,None,24,100k+,Van
C008608,2022-08-13,Google Ads,Campaign_2,L029,Birmingham,AL,Unlimited,37,40-75k,SUV
C008609,2023-05-29,Organic,Campaign_1,L020,Charlotte,NC,None,43,75-100k,SUV
C008610,2025-10-18,Google Ads,Campaign_2,L005,Dallas,TX,Basic,25,100k+,Van
C008611,2025-02-28,Fleet,Campaign_9,L003,Nashville,TN,Basic,62,<40k,Sedan
C008612,2022-06-07,Fundraising,Campaign_3,L023,Birmingham,AL,None,31,40-75k,Sedan
C008613,2022-09-09,Organic,Campaign_8,L019,Dallas,TX,Premium,70,100k+,Truck
C008614,2024-01-26,Organic,Campaign_7,L021,Charlotte,NC,None,47,40-75k,SUV
C008615,2023-03-30,Organic,Campaign_12,L021,Orlando,FL,Basic,69,40-75k,Van
C008616,2024-10-31,Referral,Campaign_2,L010,Nashville,TN,Premium,33,75-100k,Truck
C008617,2024-03-16,Local Promo,Campaign_3,L026,Atlanta,GA,Premium,50,<40k,Van
C008618,2023-06-25,Google Ads,Campaign_10,L021,Charlotte,NC,Basic,21,75-100k,SUV
C008619,2024-11-15,Local Promo,Campaign_12,L019,Charlotte,NC,Unlimited,67,<40k,Truck
C008620,2025-06-10,Google Ads,Campaign_1,L020,Nashville,TN,Basic,66,75-100k,SUV
C008621,2024-12-10,Meta Ads,Campaign_2,L014,Charlotte,NC,None,52,40-75k,Van
C008622,2022-11-09,Organic,Campaign_8,L016,Nashville,TN,Basic,29,<40k,Sedan
C008623,2025-12-04,Google Ads,Campaign_8,L006,Orlando,FL,Premium,47,75-100k,Sedan
C008624,2022-04-14,Local Promo,Campaign_10,L003,Nashville,TN,Unlimited,40,100k+,Sedan
C008625,2024-02-04,Google Ads,Campaign_6,L003,Nashville,TN,Basic,53,75-100k,Truck
C008626,2024-01-24,Meta Ads,Campaign_10,L014,Atlanta,GA,None,34,40-75k,Truck
C008627,2022-10-15,Organic,Campaign_2,L016,Atlanta,GA,Premium,30,40-75k,Truck
C008628,2022-10-17,Google Ads,Campaign_9,L016,Nashville,TN,Unlimited,59,40-75k,Sedan
C008629,2025-09-20,Local Promo,Campaign_1,L029,Atlanta,GA,Premium,27,<40k,Van
C008630,2022-12-19,Local Promo,Campaign_6,L025,Dallas,TX,None,24,40-75k,Truck
C008631,2022-10-26,Local Promo,Campaign_5,L021,Birmingham,AL,None,39,100k+,Sedan
C008632,2023-05-16,Fleet,Campaign_5,L012,Birmingham,AL,None,66,100k+,SUV
C008633,2024-02-03,Meta Ads,Campaign_1,L007,Atlanta,GA,Basic,21,40-75k,Truck
C008634,2022-05-14,Meta Ads,Campaign_1,L001,Atlanta,GA,Basic,25,<40k,SUV
C008635,2022-05-15,Organic,Campaign_7,L010,Nashville,TN,Unlimited,37,40-75k,Sedan
C008636,2023-08-01,Organic,Campaign_8,L021,Atlanta,GA,None,48,<40k,Truck
C008637,2023-11-19,Google Ads,Campaign_10,L005,Charlotte,NC,Basic,65,40-75k,Van
C008638,2024-08-29,Organic,Campaign_11,L005,Birmingham,AL,Premium,45,<40k,Truck
C008639,2025-02-27,Google Ads,Campaign_7,L020,Dallas,TX,None,59,100k+,Van
C008640,2025-11-26,Meta Ads,Campaign_6,L013,Atlanta,GA,None,60,100k+,Truck
C008641,2022-06-09,Meta Ads,Campaign_4,L012,Birmingham,AL,Premium,18,100k+,Van
C008642,2023-08-17,Meta Ads,Campaign_10,L013,Orlando,FL,Basic,46,40-75k,Van
C008643,2025-12-18,Organic,Campaign_4,L007,Dallas,TX,None,54,100k+,Sedan
C008644,2022-03-24,Referral,Campaign_2,L030,Dallas,TX,Basic,24,75-100k,Van
C008645,2023-10-06,Meta Ads,Campaign_11,L025,Birmingham,AL,Premium,40,40-75k,SUV
C008646,2022-04-04,Google Ads,Campaign_2,L005,Birmingham,AL,Unlimited,68,100k+,Sedan
C008647,2023-08-01,Organic,Campaign_3,L023,Atlanta,GA,Basic,41,40-75k,SUV
C008648,2025-08-22,Fleet,Campaign_3,L007,Charlotte,NC,Premium,66,<40k,Truck
C008649,2023-04-21,Organic,Campaign_2,L014,Atlanta,GA,Premium,22,100k+,Van
C008650,2025-06-26,Meta Ads,Campaign_8,L010,Charlotte,NC,Basic,61,75-100k,Van
C008651,2025-04-07,Google Ads,Campaign_1,L016,Dallas,TX,None,25,<40k,Truck
C008652,2022-05-20,Local Promo,Campaign_2,L012,Birmingham,AL,None,49,100k+,SUV
C008653,2023-05-07,Google Ads,Campaign_1,L030,Orlando,FL,Premium,30,100k+,Sedan
C008654,2023-10-22,Google Ads,Campaign_6,L030,Charlotte,NC,None,51,100k+,Sedan
C008655,2023-01-08,Organic,Campaign_5,L005,Dallas,TX,Basic,31,100k+,SUV
C008656,2023-09-12,Local Promo,Campaign_9,L018,Nashville,TN,Basic,64,75-100k,Van
C008657,2025-04-04,Organic,Campaign_8,L003,Atlanta,GA,Premium,69,75-100k,Van
C008658,2025-08-17,Organic,Campaign_8,L012,Orlando,FL,Basic,19,<40k,Truck
C008659,2025-08-16,Fleet,Campaign_8,L021,Charlotte,NC,Basic,22,<40k,Van
C008660,2024-12-18,Meta Ads,Campaign_11,L010,Nashville,TN,None,35,<40k,Sedan
C008661,2022-11-16,Organic,Campaign_8,L027,Charlotte,NC,None,34,75-100k,SUV
C008662,2023-07-20,Organic,Campaign_4,L015,Nashville,TN,Premium,56,40-75k,Van
C008663,2024-03-09,Organic,Campaign_1,L010,Dallas,TX,None,37,100k+,Van
C008664,2022-08-28,Local Promo,Campaign_9,L017,Birmingham,AL,None,22,100k+,Sedan
C008665,2024-12-13,Referral,Campaign_12,L016,Atlanta,GA,Basic,63,100k+,SUV
C008666,2023-08-29,Google Ads,Campaign_8,L010,Dallas,TX,Unlimited,55,100k+,Van
C008667,2024-11-26,Google Ads,Campaign_5,L012,Charlotte,NC,Unlimited,62,40-75k,Van
C008668,2023-04-27,Google Ads,Campaign_4,L021,Charlotte,NC,None,58,<40k,Sedan
C008669,2023-10-13,Google Ads,Campaign_8,L011,Dallas,TX,None,36,<40k,SUV
C008670,2023-11-18,Referral,Campaign_11,L025,Nashville,TN,Premium,58,75-100k,Truck
C008671,2025-09-17,Local Promo,Campaign_10,L015,Dallas,TX,None,58,<40k,Van
C008672,2025-05-16,Meta Ads,Campaign_1,L016,Charlotte,NC,Premium,46,<40k,Truck
C008673,2025-07-16,Meta Ads,Campaign_6,L011,Charlotte,NC,Premium,31,<40k,Sedan
C008674,2022-05-26,Referral,Campaign_4,L004,Dallas,TX,None,67,75-100k,Sedan
C008675,2022-11-06,Local Promo,Campaign_3,L012,Dallas,TX,Premium,55,40-75k,Sedan
C008676,2025-07-31,Referral,Campaign_10,L021,Atlanta,GA,None,53,75-100k,Van
C008677,2024-07-06,Meta Ads,Campaign_3,L009,Charlotte,NC,None,21,75-100k,Truck
C008678,2023-12-02,Meta Ads,Campaign_11,L006,Charlotte,NC,None,38,<40k,Van
C008679,2024-08-18,Local Promo,Campaign_11,L018,Nashville,TN,Basic,40,100k+,Truck
C008680,2022-11-16,Organic,Campaign_7,L010,Charlotte,NC,None,27,75-100k,SUV
C008681,2024-06-15,Fleet,Campaign_3,L017,Nashville,TN,None,65,40-75k,SUV
C008682,2022-02-18,Local Promo,Campaign_3,L002,Atlanta,GA,Unlimited,35,<40k,Sedan
C008683,2024-05-06,Referral,Campaign_10,L013,Nashville,TN,Unlimited,20,100k+,SUV
C008684,2024-02-10,Referral,Campaign_3,L023,Nashville,TN,None,21,<40k,Truck
C008685,2024-11-17,Google Ads,Campaign_7,L002,Dallas,TX,None,57,100k+,Van
C008686,2023-04-20,Google Ads,Campaign_3,L012,Dallas,TX,Premium,20,<40k,SUV
C008687,2022-11-26,Meta Ads,Campaign_12,L019,Birmingham,AL,Premium,39,100k+,SUV
C008688,2023-01-03,Meta Ads,Campaign_6,L024,Birmingham,AL,Basic,18,100k+,Truck
C008689,2022-03-27,Fundraising,Campaign_10,L013,Dallas,TX,None,58,<40k,Truck
C008690,2025-01-12,Referral,Campaign_5,L009,Orlando,FL,Premium,60,75-100k,SUV
C008691,2023-03-22,Google Ads,Campaign_5,L019,Dallas,TX,Basic,34,<40k,Sedan
C008692,2022-02-25,Meta Ads,Campaign_11,L006,Birmingham,AL,Premium,20,100k+,Van
C008693,2024-04-07,Organic,Campaign_1,L010,Charlotte,NC,Basic,21,100k+,SUV
C008694,2023-05-17,Local Promo,Campaign_2,L027,Atlanta,GA,None,41,<40k,Van
C008695,2023-10-08,Local Promo,Campaign_10,L013,Birmingham,AL,Unlimited,48,40-75k,Van
C008696,2022-02-26,Fleet,Campaign_9,L014,Nashville,TN,Premium,40,40-75k,Sedan
C008697,2023-07-09,Meta Ads,Campaign_4,L009,Charlotte,NC,Unlimited,29,40-75k,Sedan
C008698,2024-10-11,Meta Ads,Campaign_5,L007,Birmingham,AL,Basic,23,<40k,Van
C008699,2024-07-25,Google Ads,Campaign_3,L005,Atlanta,GA,Unlimited,53,100k+,Truck
C008700,2025-06-19,Referral,Campaign_6,L030,Orlando,FL,Premium,50,40-75k,Van
C008701,2024-09-23,Google Ads,Campaign_3,L018,Nashville,TN,Premium,64,100k+,Sedan
C008702,2022-06-18,Local Promo,Campaign_7,L029,Dallas,TX,Premium,62,100k+,Van
C008703,2023-03-14,Meta Ads,Campaign_9,L002,Orlando,FL,Basic,25,<40k,Sedan
C008704,2023-02-28,Google Ads,Campaign_11,L012,Birmingham,AL,Basic,29,40-75k,SUV
C008705,2024-12-20,Google Ads,Campaign_6,L030,Atlanta,GA,None,28,40-75k,SUV
C008706,2024-08-11,Google Ads,Campaign_6,L002,Dallas,TX,None,35,75-100k,Sedan
C008707,2024-03-25,Google Ads,Campaign_4,L021,Charlotte,NC,Unlimited,29,75-100k,Truck
C008708,2025-01-31,Organic,Campaign_10,L013,Charlotte,NC,None,53,75-100k,Van
C008709,2022-03-12,Organic,Campaign_2,L030,Nashville,TN,Basic,63,40-75k,Van
C008710,2022-08-03,Fleet,Campaign_12,L024,Dallas,TX,None,41,75-100k,Truck
C008711,2022-09-23,Meta Ads,Campaign_10,L008,Dallas,TX,Unlimited,30,100k+,Sedan
C008712,2022-09-28,Meta Ads,Campaign_5,L022,Birmingham,AL,None,42,<40k,Van
C008713,2025-06-08,Google Ads,Campaign_1,L010,Charlotte,NC,None,48,100k+,Sedan
C008714,2022-04-14,Fundraising,Campaign_10,L028,Atlanta,GA,None,45,75-100k,Truck
C008715,2023-08-25,Fleet,Campaign_10,L024,Birmingham,AL,Unlimited,20,75-100k,SUV
C008716,2024-09-29,Organic,Campaign_1,L006,Dallas,TX,None,57,100k+,Van
C008717,2022-03-09,Google Ads,Campaign_1,L007,Nashville,TN,Basic,38,100k+,SUV
C008718,2023-05-02,Meta Ads,Campaign_3,L025,Dallas,TX,Basic,35,100k+,Truck
C008719,2023-10-29,Meta Ads,Campaign_1,L010,Dallas,TX,Unlimited,52,75-100k,Sedan
C008720,2022-06-24,Organic,Campaign_10,L002,Orlando,FL,Premium,43,75-100k,Van
C008721,2023-04-27,Fleet,Campaign_3,L022,Atlanta,GA,None,43,100k+,Sedan
C008722,2022-08-25,Google Ads,Campaign_8,L017,Birmingham,AL,None,39,<40k,SUV
C008723,2023-12-13,Google Ads,Campaign_12,L006,Orlando,FL,Basic,61,100k+,SUV
C008724,2025-04-06,Meta Ads,Campaign_7,L020,Birmingham,AL,Basic,36,40-75k,SUV
C008725,2022-09-25,Fundraising,Campaign_3,L030,Orlando,FL,None,40,40-75k,Truck
C008726,2022-05-25,Organic,Campaign_8,L011,Orlando,FL,None,68,100k+,Van
C008727,2022-06-27,Meta Ads,Campaign_7,L012,Dallas,TX,Basic,61,100k+,SUV
C008728,2022-11-24,Fleet,Campaign_5,L028,Charlotte,NC,None,41,40-75k,Van
C008729,2024-06-05,Google Ads,Campaign_8,L019,Birmingham,AL,None,53,40-75k,SUV
C008730,2025-09-19,Google Ads,Campaign_1,L017,Nashville,TN,None,30,40-75k,Van
C008731,2024-11-13,Organic,Campaign_7,L028,Atlanta,GA,None,58,<40k,Truck
C008732,2025-07-23,Organic,Campaign_3,L028,Orlando,FL,Basic,42,100k+,Van
C008733,2024-02-23,Meta Ads,Campaign_9,L001,Charlotte,NC,None,52,<40k,Van
C008734,2025-04-20,Fundraising,Campaign_7,L011,Nashville,TN,None,33,<40k,Sedan
C008735,2022-04-12,Local Promo,Campaign_3,L016,Atlanta,GA,None,41,<40k,SUV
C008736,2025-11-18,Organic,Campaign_11,L027,Dallas,TX,None,19,75-100k,Van
C008737,2022-01-12,Meta Ads,Campaign_3,L018,Orlando,FL,None,20,40-75k,SUV
C008738,2024-07-15,Meta Ads,Campaign_5,L005,Birmingham,AL,Unlimited,61,<40k,SUV
C008739,2024-08-25,Referral,Campaign_8,L027,Nashville,TN,None,29,100k+,SUV
C008740,2025-03-31,Organic,Campaign_11,L005,Atlanta,GA,Unlimited,61,100k+,Truck
C008741,2025-03-14,Referral,Campaign_5,L006,Nashville,TN,None,49,100k+,SUV
C008742,2025-06-04,Fleet,Campaign_12,L024,Atlanta,GA,None,66,40-75k,Van
C008743,2025-03-21,Organic,Campaign_4,L005,Orlando,FL,Basic,66,75-100k,Sedan
C008744,2025-10-22,Fleet,Campaign_3,L026,Dallas,TX,Unlimited,50,<40k,Truck
C008745,2025-06-06,Fleet,Campaign_2,L021,Orlando,FL,None,60,100k+,Sedan
C008746,2025-09-23,Fleet,Campaign_1,L019,Orlando,FL,None,69,<40k,Sedan
C008747,2023-06-23,Meta Ads,Campaign_10,L007,Birmingham,AL,Basic,32,100k+,SUV
C008748,2024-06-15,Organic,Campaign_5,L025,Atlanta,GA,Basic,37,75-100k,SUV
C008749,2023-01-16,Organic,Campaign_6,L020,Dallas,TX,Unlimited,34,40-75k,Van
C008750,2024-09-27,Google Ads,Campaign_3,L023,Atlanta,GA,None,63,100k+,SUV
C008751,2023-01-15,Fleet,Campaign_2,L026,Atlanta,GA,None,38,75-100k,SUV
C008752,2022-10-27,Organic,Campaign_1,L025,Nashville,TN,Premium,24,100k+,SUV
C008753,2023-01-16,Organic,Campaign_8,L009,Orlando,FL,Premium,41,<40k,Sedan
C008754,2025-12-14,Google Ads,Campaign_7,L011,Charlotte,NC,Unlimited,70,<40k,Van
C008755,2022-01-09,Google Ads,Campaign_7,L006,Orlando,FL,Basic,67,75-100k,Truck
C008756,2022-08-06,Google Ads,Campaign_4,L019,Atlanta,GA,Basic,45,100k+,Sedan
C008757,2023-11-30,Referral,Campaign_6,L028,Dallas,TX,Unlimited,27,100k+,Van
C008758,2023-09-17,Referral,Campaign_2,L022,Dallas,TX,Basic,23,<40k,SUV
C008759,2022-10-03,Fleet,Campaign_1,L015,Charlotte,NC,Basic,27,40-75k,Sedan
C008760,2025-04-08,Organic,Campaign_2,L018,Charlotte,NC,Basic,34,100k+,Truck
C008761,2024-01-18,Meta Ads,Campaign_7,L030,Birmingham,AL,Premium,31,100k+,Truck
C008762,2022-05-10,Google Ads,Campaign_8,L029,Dallas,TX,Basic,65,100k+,Truck
C008763,2023-12-29,Referral,Campaign_10,L025,Orlando,FL,Unlimited,55,<40k,Van
C008764,2024-04-24,Fleet,Campaign_8,L013,Orlando,FL,Basic,21,40-75k,SUV
C008765,2023-02-09,Referral,Campaign_5,L010,Dallas,TX,None,54,75-100k,Sedan
C008766,2023-08-16,Organic,Campaign_8,L022,Atlanta,GA,Unlimited,18,75-100k,SUV
C008767,2025-10-24,Fleet,Campaign_3,L010,Nashville,TN,Unlimited,56,<40k,Van
C008768,2022-11-15,Google Ads,Campaign_4,L004,Dallas,TX,Unlimited,49,100k+,Van
C008769,2023-07-11,Fleet,Campaign_5,L005,Charlotte,NC,None,29,40-75k,Sedan
C008770,2023-01-16,Organic,Campaign_5,L005,Charlotte,NC,Premium,59,<40k,Van
C008771,2023-01-28,Organic,Campaign_2,L022,Orlando,FL,Unlimited,64,<40k,SUV
C008772,2023-06-12,Organic,Campaign_4,L004,Dallas,TX,Premium,47,75-100k,Sedan
C008773,2022-03-06,Local Promo,Campaign_3,L019,Charlotte,NC,Basic,41,40-75k,Truck
C008774,2022-01-31,Fleet,Campaign_12,L007,Orlando,FL,Basic,33,40-75k,Van
C008775,2022-07-27,Meta Ads,Campaign_5,L011,Birmingham,AL,None,31,75-100k,Sedan
C008776,2023-03-22,Meta Ads,Campaign_11,L014,Nashville,TN,Premium,64,40-75k,Truck
C008777,2023-04-07,Fleet,Campaign_12,L015,Birmingham,AL,None,22,<40k,Van
C008778,2023-04-17,Meta Ads,Campaign_6,L009,Atlanta,GA,None,46,<40k,Truck
C008779,2023-06-18,Referral,Campaign_4,L030,Atlanta,GA,Unlimited,58,40-75k,Truck
C008780,2023-09-12,Referral,Campaign_8,L026,Birmingham,AL,Basic,44,40-75k,SUV
C008781,2022-03-08,Organic,Campaign_9,L005,Dallas,TX,None,54,75-100k,Truck
C008782,2025-02-02,Referral,Campaign_1,L006,Charlotte,NC,Basic,50,75-100k,Truck
C008783,2024-08-01,Referral,Campaign_11,L018,Birmingham,AL,Unlimited,44,<40k,Sedan
C008784,2024-05-24,Local Promo,Campaign_3,L012,Charlotte,NC,Premium,36,40-75k,Sedan
C008785,2023-09-12,Fleet,Campaign_4,L024,Nashville,TN,Unlimited,44,75-100k,Sedan
C008786,2023-02-15,Organic,Campaign_9,L014,Atlanta,GA,None,25,40-75k,Van
C008787,2024-08-12,Organic,Campaign_5,L028,Charlotte,NC,Premium,42,<40k,Van
C008788,2022-07-25,Google Ads,Campaign_1,L011,Dallas,TX,None,35,40-75k,SUV
C008789,2024-07-16,Google Ads,Campaign_1,L016,Charlotte,NC,Premium,66,40-75k,Van
C008790,2024-08-19,Organic,Campaign_3,L016,Birmingham,AL,None,62,75-100k,Van
C008791,2022-01-09,Google Ads,Campaign_10,L025,Dallas,TX,Premium,41,40-75k,Sedan
C008792,2022-12-23,Meta Ads,Campaign_8,L026,Birmingham,AL,None,51,75-100k,Sedan
C008793,2025-09-19,Referral,Campaign_7,L020,Charlotte,NC,Basic,67,100k+,SUV
C008794,2025-05-01,Meta Ads,Campaign_8,L005,Dallas,TX,Basic,21,75-100k,Sedan
C008795,2025-02-09,Meta Ads,Campaign_3,L020,Dallas,TX,Premium,30,<40k,Sedan
C008796,2025-08-13,Google Ads,Campaign_8,L018,Dallas,TX,None,58,100k+,Truck
C008797,2025-11-13,Local Promo,Campaign_7,L023,Orlando,FL,Premium,34,100k+,Truck
